Date,CA,CAQF,CAName,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210124,S12000010,"",East Lothian,87390,"",Dose 1,"",6,"",0.006865774,"",8694,"",9.948506694,""
20210124,S12000010,"",East Lothian,87390,"",Dose 2,"",2,"",0.002288591,"",412,"",0.471449823,""
20210124,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",177,"",0.232879416,"",8072,"",10.62035392,""
20210124,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",1,"",0.001315703,"",89,"",0.117097559,""
20210124,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",0,"",0,"",3608,"",16.05982373,""
20210124,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",24,"",0.106828096,""
20210124,S12000014,"",Falkirk,132778,"",Dose 1,"",334,"",0.251547696,"",11604,"",8.739399599,""
20210124,S12000014,"",Falkirk,132778,"",Dose 2,"",1,"",0.000753,"",81,"",0.061004082,""
20210124,S12000017,"",Highland,196794,"",Dose 1,"",280,"",0.142280761,"",23060,"",11.71783693,""
20210124,S12000017,"",Highland,196794,"",Dose 2,"",0,"",0,"",142,"",0.072156671,""
20210124,S12000018,"",Inverclyde,65197,"",Dose 1,"",31,"",0.0475482,"",7309,"",11.21063853,""
20210124,S12000018,"",Inverclyde,65197,"",Dose 2,"",2,"",0.003067626,"",120,"",0.184057549,""
20210124,S12000019,"",Midlothian,74507,"",Dose 1,"",5,"",0.006710779,"",7430,"",9.972217376,""
20210124,S12000019,"",Midlothian,74507,"",Dose 2,"",4,"",0.005368623,"",452,"",0.606654408,""
20210124,S12000020,"",Moray,79675,"",Dose 1,"",328,"",0.411672419,"",8145,"",10.22278004,""
20210124,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",10,"",0.012550988,""
20210124,S12000021,"",North Ayrshire,112272,"",Dose 1,"",698,"",0.621704432,"",10905,"",9.713018384,""
20210124,S12000021,"",North Ayrshire,112272,"",Dose 2,"",2,"",0.001781388,"",39,"",0.034737067,""
20210124,S12000023,"",Orkney Islands,18688,"",Dose 1,"",0,"",0,"",2196,"",11.75085616,""
20210124,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210124,S12000026,"",Scottish Borders,96487,"",Dose 1,"",2,"",0.002072818,"",10285,"",10.65946708,""
20210124,S12000026,"",Scottish Borders,96487,"",Dose 2,"",0,"",0,"",60,"",0.062184543,""
20210124,S12000027,"",Shetland Islands,18722,"",Dose 1,"",0,"",0,"",1941,"",10.36748211,""
20210124,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",4,"",0.021365239,""
20210124,S12000028,"",South Ayrshire,95002,"",Dose 1,"",772,"",0.812614471,"",10220,"",10.75766826,""
20210124,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",7,"",0.007368266,""
20210124,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",455,"",0.17177525,"",23040,"",8.698245627,""
20210124,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",1,"",0.000378,"",155,"",0.058516843,""
20210124,S12000030,"",Stirling,78793,"",Dose 1,"",325,"",0.412473189,"",8480,"",10.76237737,""
20210124,S12000030,"",Stirling,78793,"",Dose 2,"",2,"",0.002538297,"",30,"",0.038074448,""
20210124,S12000033,"",Aberdeen City,193247,"",Dose 1,"",452,"",0.233897551,"",17431,"",9.020062407,""
20210124,S12000033,"",Aberdeen City,193247,"",Dose 2,"",5,"",0.002587362,"",247,"",0.127815697,""
20210124,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",214,"",0.100851108,"",20940,"",9.868328039,""
20210124,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",2,"",0.000943,"",351,"",0.165414668,""
20210124,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",16,"",0.021928622,"",8800,"",12.06074228,""
20210124,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",74,"",0.101419878,""
20210124,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",291,"",0.065266685,"",31745,"",7.119900059,""
20210124,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",24,"",0.005382819,"",1490,"",0.33418337,""
20210124,S12000038,"",Renfrewshire,148833,"",Dose 1,"",402,"",0.270101389,"",15246,"",10.24369595,""
20210124,S12000038,"",Renfrewshire,148833,"",Dose 2,"",1,"",0.000672,"",226,"",0.151848044,""
20210124,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",63,"",0.085968096,"",7171,"",9.785352674,""
20210124,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",0,"",0,"",305,"",0.416194752,""
20210124,S12000040,"",West Lothian,147606,"",Dose 1,"",313,"",0.212051001,"",9856,"",6.677235343,""
20210124,S12000040,"",West Lothian,147606,"",Dose 2,"",6,"",0.004064875,"",414,"",0.280476403,""
20210124,S12000041,"",Angus,97055,"",Dose 1,"",107,"",0.110246767,"",10985,"",11.31832466,""
20210124,S12000041,"",Angus,97055,"",Dose 2,"",33,"",0.034001339,"",74,"",0.076245428,""
20210124,S12000042,"",Dundee City,125276,"",Dose 1,"",156,"",0.124525049,"",13739,"",10.9669849,""
20210124,S12000042,"",Dundee City,125276,"",Dose 2,"",29,"",0.023148887,"",101,"",0.080621987,""
20210124,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",115,"",0.128863091,"",8752,"",9.807041528,""
20210124,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",1,"",0.001120549,"",162,"",0.181528877,""
20210124,S12000047,"",Fife,308998,"",Dose 1,"",21,"",0.00679616,"",26701,"",8.641156253,""
20210124,S12000047,"",Fife,308998,"",Dose 2,"",10,"",0.003236267,"",139,"",0.04498411,""
20210124,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",15,"",0.011762031,"",13746,"",10.77872484,""
20210124,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",12,"",0.009409624,"",80,"",0.06273083,""
20210124,S12000049,"",Glasgow City,532454,"",Dose 1,"",1556,"",0.292231817,"",43349,"",8.141360568,""
20210124,S12000049,"",Glasgow City,532454,"",Dose 2,"",4,"",0.000751,"",572,"",0.10742712,""
20210124,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",581,"",0.208592129,"",22796,"",8.184279119,""
20210124,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",2,"",0.000718,"",157,"",0.056366548,""
20210125,"",:,Unknown,"",z,Dose 1,"",44,"","",z,1011,"","",z
20210125,"",:,Unknown,"",z,Dose 2,"",2,"","",z,12,"","",z
20210125,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",80,"",0.187819881,"",4942,"",11.60257313,""
20210125,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",1,"",0.002347749,"",5,"",0.011738743,""
20210125,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",901,"",0.717259607,"",16243,"",12.93057468,""
20210125,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",8,"",0.006368565,"",103,"",0.081995271,""
20210125,S12000008,"",East Ayrshire,100957,"",Dose 1,"",1199,"",1.187634339,"",10699,"",10.59758115,""
20210125,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",29,"",0.028725101,""
20210125,S12000010,"",East Lothian,87390,"",Dose 1,"",612,"",0.70030896,"",9306,"",10.64881565,""
20210125,S12000010,"",East Lothian,87390,"",Dose 2,"",5,"",0.005721478,"",417,"",0.477171301,""
20210125,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",264,"",0.347345569,"",8336,"",10.96769949,""
20210125,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",12,"",0.015788435,"",101,"",0.132885994,""
20210125,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",0,"",0,"",3608,"",16.05982373,""
20210125,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",24,"",0.106828096,""
20210125,S12000014,"",Falkirk,132778,"",Dose 1,"",710,"",0.534727139,"",12314,"",9.274126738,""
20210125,S12000014,"",Falkirk,132778,"",Dose 2,"",0,"",0,"",81,"",0.061004082,""
20210125,S12000017,"",Highland,196794,"",Dose 1,"",988,"",0.502047827,"",24048,"",12.21988475,""
20210125,S12000017,"",Highland,196794,"",Dose 2,"",22,"",0.011179203,"",164,"",0.083335874,""
20210125,S12000018,"",Inverclyde,65197,"",Dose 1,"",283,"",0.434069052,"",7592,"",11.64470758,""
20210125,S12000018,"",Inverclyde,65197,"",Dose 2,"",1,"",0.001533813,"",121,"",0.185591362,""
20210125,S12000019,"",Midlothian,74507,"",Dose 1,"",429,"",0.575784826,"",7859,"",10.5480022,""
20210125,S12000019,"",Midlothian,74507,"",Dose 2,"",8,"",0.010737246,"",460,"",0.617391654,""
20210125,S12000020,"",Moray,79675,"",Dose 1,"",408,"",0.512080326,"",8553,"",10.73486037,""
20210125,S12000020,"",Moray,79675,"",Dose 2,"",9,"",0.01129589,"",19,"",0.023846878,""
20210125,S12000021,"",North Ayrshire,112272,"",Dose 1,"",1068,"",0.951261223,"",11973,"",10.66427961,""
20210125,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",39,"",0.034737067,""
20210125,S12000023,"",Orkney Islands,18688,"",Dose 1,"",145,"",0.775898973,"",2341,"",12.52675514,""
20210125,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210125,S12000026,"",Scottish Borders,96487,"",Dose 1,"",227,"",0.235264854,"",10512,"",10.89473193,""
20210125,S12000026,"",Scottish Borders,96487,"",Dose 2,"",3,"",0.003109227,"",63,"",0.06529377,""
20210125,S12000027,"",Shetland Islands,18722,"",Dose 1,"",102,"",0.544813588,"",2043,"",10.91229569,""
20210125,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",4,"",0.021365239,""
20210125,S12000028,"",South Ayrshire,95002,"",Dose 1,"",834,"",0.877876255,"",11054,"",11.63554451,""
20210125,S12000028,"",South Ayrshire,95002,"",Dose 2,"",3,"",0.003157828,"",10,"",0.010526094,""
20210125,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",934,"",0.352611173,"",23974,"",9.0508568,""
20210125,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",21,"",0.007928088,"",176,"",0.066444932,""
20210125,S12000030,"",Stirling,78793,"",Dose 1,"",229,"",0.290634955,"",8709,"",11.05301232,""
20210125,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",30,"",0.038074448,""
20210125,S12000033,"",Aberdeen City,193247,"",Dose 1,"",707,"",0.365853027,"",18138,"",9.385915435,""
20210125,S12000033,"",Aberdeen City,193247,"",Dose 2,"",23,"",0.011901867,"",270,"",0.139717564,""
20210125,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",985,"",0.464197857,"",21925,"",10.3325259,""
20210125,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",220,"",0.103678709,"",571,"",0.269093377,""
20210125,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",245,"",0.335782029,"",9045,"",12.39652431,""
20210125,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",5,"",0.006852694,"",79,"",0.108272573,""
20210125,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1357,"",0.304353579,"",33102,"",7.424253638,""
20210125,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",38,"",0.008522797,"",1528,"",0.342706168,""
20210125,S12000038,"",Renfrewshire,148833,"",Dose 1,"",915,"",0.614783012,"",16161,"",10.85847897,""
20210125,S12000038,"",Renfrewshire,148833,"",Dose 2,"",16,"",0.010750304,"",242,"",0.162598348,""
20210125,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",258,"",0.352059823,"",7429,"",10.1374125,""
20210125,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",1,"",0.001364573,"",306,"",0.417559325,""
20210125,S12000040,"",West Lothian,147606,"",Dose 1,"",780,"",0.528433804,"",10636,"",7.205669146,""
20210125,S12000040,"",West Lothian,147606,"",Dose 2,"",7,"",0.004742355,"",421,"",0.285218758,""
20210125,S12000041,"",Angus,97055,"",Dose 1,"",542,"",0.558446242,"",11527,"",11.8767709,""
20210125,S12000041,"",Angus,97055,"",Dose 2,"",33,"",0.034001339,"",107,"",0.110246767,""
20210125,S12000042,"",Dundee City,125276,"",Dose 1,"",709,"",0.565950382,"",14448,"",11.53293528,""
20210125,S12000042,"",Dundee City,125276,"",Dose 2,"",19,"",0.015166512,"",120,"",0.095788499,""
20210125,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",586,"",0.656641492,"",9338,"",10.46368302,""
20210125,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",20,"",0.022410972,"",182,"",0.203939849,""
20210125,S12000047,"",Fife,308998,"",Dose 1,"",1897,"",0.613919831,"",28598,"",9.255076085,""
20210125,S12000047,"",Fife,308998,"",Dose 2,"",5,"",0.001618133,"",144,"",0.046602243,""
20210125,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",525,"",0.411671071,"",14271,"",11.19039591,""
20210125,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",7,"",0.005488948,"",87,"",0.068219777,""
20210125,S12000049,"",Glasgow City,532454,"",Dose 1,"",2189,"",0.411115326,"",45538,"",8.552475895,""
20210125,S12000049,"",Glasgow City,532454,"",Dose 2,"",55,"",0.010329531,"",627,"",0.117756651,""
20210125,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1083,"",0.388821472,"",23879,"",8.573100591,""
20210125,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",24,"",0.008616542,"",181,"",0.06498309,""
20210126,"",:,Unknown,"",z,Dose 1,"",92,"","",z,1103,"","",z
20210126,"",:,Unknown,"",z,Dose 2,"",4,"","",z,16,"","",z
20210126,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",128,"",0.300511809,"",5070,"",11.90308494,""
20210126,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",5,"",0.011738743,""
20210126,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",814,"",0.648001465,"",17057,"",13.57857615,""
20210126,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",11,"",0.008756777,"",114,"",0.090752048,""
20210126,S12000008,"",East Ayrshire,100957,"",Dose 1,"",1048,"",1.038065711,"",11747,"",11.63564686,""
20210126,S12000008,"",East Ayrshire,100957,"",Dose 2,"",6,"",0.005943124,"",35,"",0.034668225,""
20210126,S12000010,"",East Lothian,87390,"",Dose 1,"",427,"",0.488614258,"",9733,"",11.13742991,""
20210126,S12000010,"",East Lothian,87390,"",Dose 2,"",17,"",0.019453027,"",434,"",0.496624328,""
20210126,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",680,"",0.894677982,"",9016,"",11.86237748,""
20210126,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",14,"",0.018419841,"",115,"",0.151305835,""
20210126,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",80,"",0.356093653,"",3688,"",16.41591739,""
20210126,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",24,"",0.106828096,""
20210126,S12000014,"",Falkirk,132778,"",Dose 1,"",1006,"",0.757655636,"",13320,"",10.03178237,""
20210126,S12000014,"",Falkirk,132778,"",Dose 2,"",5,"",0.003765684,"",86,"",0.064769766,""
20210126,S12000017,"",Highland,196794,"",Dose 1,"",1553,"",0.789150076,"",25601,"",13.00903483,""
20210126,S12000017,"",Highland,196794,"",Dose 2,"",20,"",0.010162911,"",184,"",0.093498786,""
20210126,S12000018,"",Inverclyde,65197,"",Dose 1,"",615,"",0.943294937,"",8207,"",12.58800252,""
20210126,S12000018,"",Inverclyde,65197,"",Dose 2,"",5,"",0.007669065,"",126,"",0.193260426,""
20210126,S12000019,"",Midlothian,74507,"",Dose 1,"",333,"",0.446937872,"",8192,"",10.99494007,""
20210126,S12000019,"",Midlothian,74507,"",Dose 2,"",27,"",0.036238206,"",487,"",0.65362986,""
20210126,S12000020,"",Moray,79675,"",Dose 1,"",340,"",0.426733605,"",8893,"",11.16159398,""
20210126,S12000020,"",Moray,79675,"",Dose 2,"",1,"",0.001255099,"",20,"",0.025101977,""
20210126,S12000021,"",North Ayrshire,112272,"",Dose 1,"",1236,"",1.10089782,"",13209,"",11.76517743,""
20210126,S12000021,"",North Ayrshire,112272,"",Dose 2,"",4,"",0.003562776,"",43,"",0.038299843,""
20210126,S12000023,"",Orkney Islands,18688,"",Dose 1,"",138,"",0.738441781,"",2479,"",13.26519692,""
20210126,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210126,S12000026,"",Scottish Borders,96487,"",Dose 1,"",1202,"",1.245763678,"",11714,"",12.14049561,""
20210126,S12000026,"",Scottish Borders,96487,"",Dose 2,"",9,"",0.009327681,"",72,"",0.074621452,""
20210126,S12000027,"",Shetland Islands,18722,"",Dose 1,"",214,"",1.143040273,"",2257,"",12.05533597,""
20210126,S12000027,"",Shetland Islands,18722,"",Dose 2,"",1,"",0.00534131,"",5,"",0.026706548,""
20210126,S12000028,"",South Ayrshire,95002,"",Dose 1,"",709,"",0.746300078,"",11763,"",12.38184459,""
20210126,S12000028,"",South Ayrshire,95002,"",Dose 2,"",2,"",0.002105219,"",12,"",0.012631313,""
20210126,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",1111,"",0.419433632,"",25085,"",9.470290432,""
20210126,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",23,"",0.008683145,"",199,"",0.075128076,""
20210126,S12000030,"",Stirling,78793,"",Dose 1,"",593,"",0.752604927,"",9302,"",11.80561725,""
20210126,S12000030,"",Stirling,78793,"",Dose 2,"",4,"",0.005076593,"",34,"",0.043151041,""
20210126,S12000033,"",Aberdeen City,193247,"",Dose 1,"",394,"",0.203884148,"",18532,"",9.589799583,""
20210126,S12000033,"",Aberdeen City,193247,"",Dose 2,"",11,"",0.005692197,"",281,"",0.145409761,""
20210126,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",743,"",0.350151277,"",22668,"",10.68267717,""
20210126,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",13,"",0.006126469,"",584,"",0.275219846,""
20210126,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",337,"",0.461871608,"",9382,"",12.85839592,""
20210126,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",2,"",0.002741078,"",81,"",0.111013651,""
20210126,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",2387,"",0.535366245,"",35489,"",7.959619883,""
20210126,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",198,"",0.04440826,"",1726,"",0.387114428,""
20210126,S12000038,"",Renfrewshire,148833,"",Dose 1,"",961,"",0.645690136,"",17122,"",11.5041691,""
20210126,S12000038,"",Renfrewshire,148833,"",Dose 2,"",12,"",0.008062728,"",254,"",0.170661077,""
20210126,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",302,"",0.412101033,"",7731,"",10.54951353,""
20210126,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",4,"",0.005458292,"",310,"",0.423017617,""
20210126,S12000040,"",West Lothian,147606,"",Dose 1,"",650,"",0.440361503,"",11286,"",7.646030649,""
20210126,S12000040,"",West Lothian,147606,"",Dose 2,"",72,"",0.048778505,"",493,"",0.333997263,""
20210126,S12000041,"",Angus,97055,"",Dose 1,"",690,"",0.710937098,"",12217,"",12.587708,""
20210126,S12000041,"",Angus,97055,"",Dose 2,"",7,"",0.007212405,"",114,"",0.117459173,""
20210126,S12000042,"",Dundee City,125276,"",Dose 1,"",787,"",0.628212906,"",15235,"",12.16114818,""
20210126,S12000042,"",Dundee City,125276,"",Dose 2,"",11,"",0.008780612,"",131,"",0.104569111,""
20210126,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",542,"",0.607337352,"",9880,"",11.07102037,""
20210126,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",18,"",0.020169875,"",200,"",0.224109724,""
20210126,S12000047,"",Fife,308998,"",Dose 1,"",1439,"",0.465698807,"",30037,"",9.720774892,""
20210126,S12000047,"",Fife,308998,"",Dose 2,"",9,"",0.00291264,"",153,"",0.049514884,""
20210126,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",495,"",0.38814701,"",14766,"",11.57854292,""
20210126,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",4,"",0.003136541,"",91,"",0.071356319,""
20210126,S12000049,"",Glasgow City,532454,"",Dose 1,"",2297,"",0.431398769,"",47835,"",8.983874663,""
20210126,S12000049,"",Glasgow City,532454,"",Dose 2,"",93,"",0.017466298,"",720,"",0.135222949,""
20210126,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1070,"",0.384154179,"",24949,"",8.95725477,""
20210126,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",30,"",0.010770678,"",211,"",0.075753768,""
20210127,"",:,Unknown,"",z,Dose 1,"",112,"","",z,1215,"","",z
20210127,"",:,Unknown,"",z,Dose 2,"",1,"","",z,17,"","",z
20210127,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",97,"",0.227731605,"",5167,"",12.13081655,""
20210127,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",5,"",0.011738743,""
20210127,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",949,"",0.755470995,"",18006,"",14.33404714,""
20210127,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",10,"",0.007960706,"",124,"",0.098712754,""
20210127,S12000008,"",East Ayrshire,100957,"",Dose 1,"",1069,"",1.058866646,"",12816,"",12.69451351,""
20210127,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",36,"",0.035658746,""
20210127,S12000010,"",East Lothian,87390,"",Dose 1,"",427,"",0.488614258,"",10160,"",11.62604417,""
20210127,S12000010,"",East Lothian,87390,"",Dose 2,"",13,"",0.014875844,"",447,"",0.511500172,""
20210127,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",628,"",0.82626143,"",9644,"",12.68863891,""
20210127,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",0,"",0,"",115,"",0.151305835,""
20210127,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",40,"",0.178046826,"",3728,"",16.59396421,""
20210127,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",24,"",0.106828096,""
20210127,S12000014,"",Falkirk,132778,"",Dose 1,"",569,"",0.428534848,"",13889,"",10.46031722,""
20210127,S12000014,"",Falkirk,132778,"",Dose 2,"",2,"",0.001506274,"",88,"",0.06627604,""
20210127,S12000017,"",Highland,196794,"",Dose 1,"",1784,"",0.906531703,"",27385,"",13.91556653,""
20210127,S12000017,"",Highland,196794,"",Dose 2,"",26,"",0.013211785,"",210,"",0.10671057,""
20210127,S12000018,"",Inverclyde,65197,"",Dose 1,"",826,"",1.26692946,"",9033,"",13.85493198,""
20210127,S12000018,"",Inverclyde,65197,"",Dose 2,"",7,"",0.01073669,"",133,"",0.203997116,""
20210127,S12000019,"",Midlothian,74507,"",Dose 1,"",856,"",1.14888534,"",9048,"",12.14382541,""
20210127,S12000019,"",Midlothian,74507,"",Dose 2,"",8,"",0.010737246,"",495,"",0.664367106,""
20210127,S12000020,"",Moray,79675,"",Dose 1,"",401,"",0.503294634,"",9294,"",11.66488861,""
20210127,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",20,"",0.025101977,""
20210127,S12000021,"",North Ayrshire,112272,"",Dose 1,"",1028,"",0.915633462,"",14237,"",12.68081089,""
20210127,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",43,"",0.038299843,""
